STATE,COUNTY,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
25,000,6764864,6797484,6827280,6863560,6885720,6894883
25,001,214398,214015,213805,213856,213779,212923
25,003,128928,127950,127182,126518,126146,125217
25,005,555212,557104,558413,561449,564780,565096
25,007,17312,17290,17349,17422,17459,17461
25,009,771803,777228,780222,785156,788823,789725
25,011,71344,70911,70706,70674,70722,70276
25,013,469561,469251,467874,467552,468075,465749
25,015,161060,160885,161613,161070,161126,161596
25,017,1575520,1586107,1595581,1604762,1608509,1611263
25,019,10833,10933,11081,11156,11118,11330
25,021,692439,694774,697452,701046,703628,707164
25,023,506634,509413,512535,515984,518888,521841
25,025,774113,783177,793020,801269,804023,805915
25,027,815707,818446,820447,825646,828644,829327
26,000,9932033,9934483,9954117,9976752,9987286,9984795
26,001,10447,10327,10355,10305,10364,10453
26,003,9370,9265,9138,9152,9105,9078
26,005,113361,114122,115018,116393,117137,118045
26,007,28888,28728,28670,28434,28422,28391
26,009,23147,23036,23090,23267,23339,23359
26,011,15317,15304,15126,15009,15033,14944
26,013,8649,8583,8532,8433,8313,8245
26,015,59305,59434,59801,60689,61195,61481
26,017,106073,105271,104421,104085,103674,102964
26,019,17466,17386,17523,17625,17748,17767
26,021,156074,155136,154451,154264,153892,153352
26,023,43733,43635,43451,43345,43474,43444
26,025,134845,134377,134343,134127,133858,133806
26,027,51585,51370,51326,51534,51773,51847
26,029,26222,26219,26214,26218,26247,26202
26,031,25635,25399,25452,25448,25574,25331
26,033,38275,37998,37724,37699,37423,37287
26,035,30727,30611,30382,30553,30684,30884
26,037,76973,77037,77639,78550,79229,79615
26,039,13740,13854,13754,13894,13881,14012
26,041,36592,36431,36217,35911,35887,35744
26,043,25910,25675,25531,25453,25431,25336
26,045,108668,108701,109220,109479,109684,110119
26,047,32980,32931,32910,33102,33168,33337
26,049,412950,410574,409054,407673,406626,405702
26,051,25498,25227,25146,25236,25326,25430
26,053,15756,15537,15331,15337,15095,13971
26,055,90908,91610,92076,91914,92587,93032
26,057,41468,41333,40937,40978,40582,40681
26,059,45937,45894,45789,45831,45709,45548
26,061,36487,36248,36354,36270,35993,35709
26,063,32034,31761,31471,31304,31193,30904
26,065,285760,287255,289633,291678,291267,291426
26,067,64246,64073,64215,64293,64290,64654
26,069,25445,25360,25307,25180,25195,25244
26,071,11352,11327,11168,11112,11094,11053
26,073,70116,70798,71247,71035,70392,69635
26,075,159464,159325,158345,158653,158594,158357
26,077,259063,259816,261584,263387,265120,265531
26,079,17374,17254,17283,17582,17774,17984
26,081,631464,637333,644219,649722,653636,656800
26,083,2175,2124,2143,2087,2076,2085
26,085,11399,11691,11861,11977,11850,11752
26,087,88202,88376,88227,88218,87987,87808
26,089,21596,21633,21508,21638,21662,21692
26,091,98774,98432,98595,98511,98118,98519
26,093,185567,187221,188585,189923,191259,192058
26,095,6414,6431,6332,6372,6336,6266
26,097,10990,10814,10713,10758,10790,10807
26,099,862914,865031,868329,870867,872089,872389
26,101,24415,24462,24452,24406,24479,24619
26,103,67798,67357,66563,66524,66406,66689
26,105,28748,28754,28846,29025,29121,29154
26,107,43206,43013,43174,43271,43471,43583
26,109,23535,23494,23217,23003,22908,22772
26,111,83534,83706,83485,83442,83447,83412
26,113,14978,14884,15028,15020,15094,15079
26,115,149919,149439,149278,149523,150218,150412
26,117,62814,62778,62988,63553,63854,63708
26,119,9324,9292,9210,9237,9260,9304
26,121,172304,172506,173342,173804,173719,173645
26,123,47798,47900,47812,48332,48914,49027
26,125,1243076,1244895,1251563,1256478,1257472,1257726
26,127,26346,26316,26327,26438,26577,26562
26,129,20955,20876,20857,20887,20876,20933
26,131,6192,6037,5935,5888,5816,5713
26,133,23219,23180,23179,23267,23310,23394
26,135,8311,8275,8238,8236,8249,8318
26,137,24115,24209,24420,24540,24675,24664
26,139,277888,280907,283686,286452,289578,291460
26,141,12961,12800,12718,12740,12712,12602
26,143,24023,23910,23782,23738,23822,23986
26,145,195317,193384,192636,192002,190841,190484
26,147,160103,159757,159477,159130,159186,159339
26,149,61014,60809,60761,60703,60808,60826
26,151,41663,41463,41438,41257,41233,41220
26,153,8132,8118,7952,8010,8007,8081
26,155,68841,68538,68589,68422,68064,68065
26,157,53921,53723,53260,52817,52692,52355
26,159,75251,75087,75283,75296,75434,75594
26,161,360523,363555,366960,369703,370548,368242
26,163,1771626,1764866,1760835,1757874,1755868,1750093
26,165,32848,32885,33086,33229,33452,33654
27,000,5452665,5484002,5525360,5569283,5608762,5640053
27,001,15852,15857,15755,15798,15886,15841
27,003,341923,344244,346813,350598,354004,357538
27,005,33267,33455,33728,34089,34403,34461
27,007,45655,45629,46054,46497,46723,47205
27,009,39147,39433,39698,40219,40569,40938
27,011,5086,4993,5003,5003,4973,4967
27,013,65320,65701,66398,66931,67397,67874
27,015,25274,25246,25278,25173,25118,24965
27,017,35357,35400,35550,35498,35816,35913
27,019,97321,98610,100389,102120,103605,105128
27,021,28559,28704,29030,29324,29405,29622
27,023,12041,12069,12035,11948,11879,11756
27,025,53808,54144,54640,55261,55980,56543
27,027,61297,62235,63090,63844,64079,64441
27,029,8787,8794,8838,8842,8815,8843
27,031,5246,5249,5346,5413,5413,5416
27,033,11513,11431,11382,11263,11274,11232
27,035,63121,63255,63757,64324,64957,65191
27,037,411821,414245,417783,421840,425472,429453
27,039,20390,20417,20558,20708,20804,20976
27,041,36579,36796,37162,37547,37987,38070
27,043,14102,13977,13864,13767,13732,13671
27,045,20769,20737,20912,20976,21053,21081
27,047,30742,30519,30441,30584,30552,30385
27,049,46046,46092,46245,46341,46348,46391
27,051,5920,5865,5921,5916,5971,5977
27,053,1211635,1222868,1236183,1248707,1258021,1265159
27,055,18707,18695,18740,18705,18608,18667
27,057,20631,20645,20709,20989,21350,21604
27,059,38273,38281,38763,39537,39846,40447
27,061,45327,45269,45171,45096,45139,45225
27,063,10274,10098,9962,9968,9866,9799
27,065,15978,15895,15896,16069,16288,16357
27,067,42502,42638,42672,42747,42850,43137
27,069,4455,4410,4323,4261,4276,4286
27,071,12849,12798,12607,12505,12404,12202
27,073,6901,6876,6743,6682,6644,6628
27,075,10602,10540,10501,10481,10609,10625
27,077,3891,3870,3791,3730,3722,3736
27,079,27819,27762,27752,28193,28583,28856
27,081,5764,5707,5702,5662,5654,5619
27,083,25779,25830,25996,25974,25656,25579
27,085,35772,35808,35746,35860,35798,35826
27,087,5496,5428,5472,5563,5492,5540
27,089,9419,9410,9369,9359,9373,9345
27,091,20247,20041,19920,19867,19772,19641
27,093,23129,23048,23081,23037,23122,23166
27,095,25553,25482,25595,25845,26062,26166
27,097,32811,32770,32907,33075,33098,33329
27,099,39415,39497,39555,39789,40122,40040
27,101,8437,8395,8308,8329,8247,8197
27,103,33392,33545,33766,34081,34234,34311
27,105,21701,21754,21895,21659,21737,21645
27,107,6583,6623,6539,6590,6477,6388
27,109,150127,151492,153446,154883,156413,158188
27,111,57496,57539,57840,58213,58602,58684
27,113,14129,14258,14242,14192,14175,14069
27,115,29082,29051,28873,29159,29449,29430
27,117,9327,9302,9249,9168,9127,9152
27,119,31511,31519,31692,31636,31364,31330
27,121,10922,10930,10971,10985,11088,11216
27,123,532966,536838,541635,544919,548900,549632
27,125,3993,4027,3983,4002,3961,4032
27,127,15532,15427,15222,15250,15254,15158
27,129,14933,14797,14598,14681,14629,14551
27,131,65002,65336,65862,66199,66583,67016
27,133,9386,9456,9405,9481,9411,9334
27,135,15676,15619,15553,15302,15147,15176
27,137,200720,200383,200023,199872,199850,199212
27,139,139198,141372,143393,145581,147339,149004
27,141,90908,91441,93247,94527,96067,97424
27,143,14933,14893,14832,14916,15024,14868
27,145,154025,156068,157279,158512,160034,161076
27,147,36505,36628,36671,36814,36783,36687
27,149,9862,9886,9804,9710,9751,9822
27,151,9490,9379,9462,9405,9319,9294
27,153,24339,24318,24408,24539,24613,24725
27,155,3382,3376,3330,3308,3289,3260
27,157,21464,21392,21445,21595,21591,21548
27,159,13587,13664,13552,13643,13739,13662
27,161,18935,18932,18808,18722,18653,18558
27,163,248580,250482,252655,255717,258969,262541
27,165,10978,11013,11002,10911,10964,10846
27,167,6470,6369,6337,6342,6255,6223
27,169,51085,50859,50912,50787,50877,50659
27,171,129845,131029,132392,134280,136471,138542
27,173,9992,9847,9903,9848,9806,9736
28,000,2991892,2990231,2990595,2990674,2982879,2978227
28,001,32081,31574,31604,31653,31248,30736
28,003,37276,37302,37266,37216,36877,37043
28,005,12605,12553,12442,12450,12322,12286
28,007,18829,18674,18556,18478,18330,18173
28,009,8305,8164,8246,8267,8234,8278
28,011,33824,33233,32533,31722,31154,30714
28,013,14695,14636,14552,14506,14420,14365
28,015,10239,10209,10199,10100,9902,9928
28,017,17399,17389,17208,17100,17013,17026
28,019,8388,8372,8297,8242,8237,8192
28,021,9169,9211,9173,9033,9096,8998
28,023,16273,16021,15897,15798,15558,15506
28,025,20156,20019,19853,19633,19387,19349
28,027,24860,24525,23876,23236,22652,22095
28,029,28976,28868,28666,28536,28459,28099
28,031,19161,19253,19171,19016,18781,18562
28,033,170923,173470,175950,179265,182406,185385
28,035,75861,75642,75593,75190,74983,75035
28,037,7775,7734,7723,7761,7746,7694
28,039,23332,23391,23651,23937,24040,24435
28,041,14337,13545,13547,13526,13975,13569
28,043,21611,21461,21225,21051,21016,20732
28,045,46029,46360,46708,47020,47295,47673
28,047,198502,200880,202740,205096,206351,207859
28,049,245370,244321,242263,240007,235867,231919
28,051,18508,18362,18002,17846,17458,17036
28,053,8794,8707,8569,8327,8212,8056
28,055,1386,1337,1321,1339,1302,1324
28,057,23401,23546,23426,23508,23434,23351
28,059,141511,141443,141680,142355,143137,143387
28,061,16531,16549,16587,16570,16411,16368
28,063,7584,7507,7302,7231,7092,7022
28,065,11815,11633,11455,11285,11189,11089
28,067,68428,68664,68517,68422,68320,68282
28,069,10222,10108,10041,10089,9714,9780
28,071,52116,52841,53614,54318,53717,54239
28,073,60211,61034,61461,61649,62744,63447
28,075,79330,78422,77497,76416,75503,74619
28,077,12625,12694,12813,12633,12441,12607
28,079,23176,22774,22780,22822,22781,22830
28,081,84781,84762,84859,85124,85396,85674
28,083,30721,30260,29797,29317,28651,28202
28,085,34737,34527,34385,34352,34202,34111
28,087,59828,59725,59552,59173,58826,58621
28,089,100902,102516,103921,104635,105651,106334
28,091,25685,25430,25120,25123,24736,24504
28,093,36197,35918,35794,35622,35491,35302
28,095,36061,35831,35906,35863,35614,35291
28,097,10358,10190,10230,10138,9986,9766
28,099,29470,29491,29474,29446,29188,29147
28,101,21714,21578,21504,21402,21315,20987
28,103,11069,10948,10891,10717,10561,10425
28,105,49124,49589,49612,49774,49248,49543
28,107,34453,34204,34238,34113,34092,34102
28,109,55149,54978,55110,55329,55492,55752
28,111,12064,12083,12077,12031,11937,11998
28,113,39960,39907,39637,39535,39371,39284
28,115,30802,30884,31516,31776,31947,32280
28,117,25421,25457,25404,25224,25062,25074
28,119,7689,7513,7361,7207,7053,6808
28,121,148464,149507,152093,152902,154277,155342
28,123,28552,28445,28378,28452,28344,28203
28,125,4615,4568,4513,4419,4342,4312
28,127,27517,27177,27001,26917,26739,26803
28,129,16207,16073,15943,16067,15967,15840
28,131,18100,18283,18189,18608,17966,18289
28,133,27408,26883,26519,26149,26254,25131
28,135,14724,14619,14383,14155,14028,13931
28,137,28244,28465,28310,28595,28345,28304
28,139,21976,22025,22079,21963,22071,22021
28,141,19429,19485,19455,19520,19360,19368
28,143,10496,10264,10138,9989,9916,9602
28,145,28152,28309,28298,28478,28536,28711
28,147,14844,14604,14568,14515,14420,14316
28,149,47951,47496,47017,46717,46096,45477
28,151,49032,47991,47214,46238,45097,43973
28,153,20473,20515,20476,20450,20289,20186
28,155,10000,9881,9768,9743,9748,9702
28,157,9185,9089,9032,8855,8768,8628
28,159,18610,18452,18357,18232,18154,17993
28,161,12304,12457,12469,12449,12376,12104
28,163,27810,27424,28003,28711,29163,29698
29,000,6059130,6075411,6091384,6111382,6125986,6140475
29,001,25552,25396,25313,25522,25593,25511
29,003,17284,17316,17351,17473,17661,17699
29,005,5354,5292,5292,5242,5161,5109
29,007,25841,25976,25863,25609,25411,24962
29,009,35327,35300,35204,35576,35687,35789
29,011,11990,11834,11834,11798,11756,11681
29,013,16514,16361,16342,16294,16320,16213
29,015,18900,18815,18947,19097,19377,19477
29,017,12418,12320,12204,12281,12167,12142
29,019,172920,174563,176579,178297,179569,181084
29,021,89649,89137,89072,88658,88047,87212
29,023,42870,42857,42804,42651,42641,42574
29,025,8992,8996,9043,9056,9073,9039
29,027,44651,44722,45082,45002,44987,44762
29,029,44601,44793,44979,45554,45956,46211
29,031,77950,78297,78540,78338,78810,78971
29,033,8958,8882,8849,8789,8724,8698
29,035,6286,6280,6210,6177,6068,5981
29,037,100872,101389,102645,103502,104753,105731
29,039,13788,13790,13884,14086,14126,14301
29,041,7676,7582,7512,7462,7449,7463
29,043,81887,83154,84271,85533,87248,88913
29,045,6889,6811,6734,6719,6827,6804
29,047,233142,235344,238837,242780,246798,250522
29,049,20270,20592,20535,20558,20435,20434
29,051,76656,76838,76748,76702,76734,76774
29,053,17564,17615,17697,17642,17604,17563
29,055,24633,24510,24269,24109,23948,23856
29,057,7597,7576,7598,7583,7560,7547
29,059,16349,16362,16418,16755,16828,16984
29,061,8317,8281,8227,8355,8330,8273
29,063,12556,12559,12520,12561,12534,10802
29,065,15641,15662,15457,15510,15592,15548
29,067,13533,13374,13368,13301,13416,13248
29,069,31320,30868,30622,30147,29464,29173
29,071,101923,102265,102758,103340,103716,103860
29,073,14814,14753,14751,14695,14680,14671
29,075,6753,6650,6623,6630,6579,6564
29,077,285427,287543,288114,289830,291430,293499
29,079,10183,10033,10107,9990,9949,9780
29,081,8638,8631,8587,8519,8362,8346
29,083,22050,21728,21634,21704,21885,21971
29,085,9292,9269,9367,9396,9416,9496
29,087,4529,4483,4464,4406,4382,4387
29,089,10131,10136,10033,10067,10027,9982
29,091,40122,40071,40131,40069,40103,40084
29,093,10359,10200,10127,10178,10193,10152
29,095,683334,687182,692812,698768,701809,704350
29,097,117801,118623,119304,120113,120349,121228
29,099,222066,223185,223439,223843,224656,225402
29,101,54221,53717,53722,53893,53718,54187
29,103,3994,3907,3929,3971,3943,3957
29,105,35558,35506,35486,35467,35684,35869
29,107,32627,32633,32532,32604,32567,32774
29,109,37917,37999,38201,38271,38271,38288
29,111,10098,10141,10091,9957,9844,9787
29,113,54167,54569,55146,56040,57604,59040
29,115,12318,12290,12123,12159,12002,11906
29,117,15009,14943,15119,15161,15169,14982
29,119,22851,22721,22773,22796,23031,22912
29,121,15436,15271,15145,15253,15167,15111
29,123,12195,12182,12209,12236,12205,12118
29,125,8998,8934,8823,8791,8795,8751
29,127,28784,28719,28721,28607,28564,28543
29,129,3682,3660,3654,3659,3625,3619
29,131,24824,24865,24981,25199,25269,25607
29,133,14197,13984,13755,13615,13369,13208
29,135,15815,15878,15990,16028,16118,15816
29,137,8735,8635,8629,8594,8630,8627
29,139,11725,11579,11459,11388,11458,11472
29,141,20081,20072,20106,20181,20466,20720
29,143,18230,18070,17851,17541,17234,17052
29,145,58148,58165,58221,58206,58233,58329
29,147,23002,22649,22486,22431,22244,22089
29,149,10835,10864,10753,10568,10557,10517
29,151,13640,13540,13612,13659,13640,13621
29,153,9448,9373,9204,9236,9011,9155
29,155,17574,17427,17092,16809,16281,15864
29,157,19116,19066,19224,19267,19284,19164
29,159,42201,42303,42274,42477,42449,42417
29,161,44957,44801,44772,44606,44549,44593
29,163,18493,18404,18508,18556,18495,17678
29,165,94947,96552,98771,101256,102953,104726
29,167,31130,31272,31415,31776,32244,32228
29,169,53648,53324,52554,51918,51982,52634
29,171,4845,4864,4825,4782,4748,4688
29,173,10280,10171,10240,10228,10233,10292
29,175,25063,25063,24992,24909,24697,24839
29,177,22939,22799,22740,22895,22924,23024
29,179,6402,6294,6359,6260,6267,6288
29,181,13941,13797,13773,13576,13428,13343
29,183,379956,385108,390724,395153,398656,401625
29,185,9446,9427,9310,9395,9431,9450
29,186,17936,17805,17867,17797,17890,17957
29,187,65801,66253,66395,66702,66740,66942
29,189,1000903,1001585,998393,997116,995900,995467
29,195,23408,23241,23126,22940,22907,22827
29,197,4397,4506,4496,4513,4577,4632
29,199,4851,4833,4915,4958,4937,4936
29,201,38897,39040,38781,38611,38596,38416
29,203,8295,8275,8225,8238,8192,8177
29,205,6089,6099,6035,5992,6004,5923
29,207,29794,29751,29504,29384,29288,29096
29,209,31462,31334,31503,31676,31729,32002
29,211,6476,6369,6328,6203,6189,6061
29,213,53861,54282,54663,55176,55817,56057
29,215,25680,25692,25844,25689,25560,25383
29,217,20996,20775,20689,20527,20544,20654
29,219,33185,33539,33875,34462,34801,35716
29,221,25078,24795,24847,25000,24900,24743
29,223,13482,13435,13229,13309,13079,12904
29,225,37044,37611,38158,38767,39205,39644
29,227,2054,2042,2009,2041,2011,1989
29,229,18200,18147,18181,18216,18230,18329
29,510,317599,316268,312926,308424,303661,300887
30,000,1022657,1031495,1042137,1053862,1061818,1070123
30,001,9340,9303,9462,9436,9413,9474
30,003,13341,13310,13438,13454,13305,13248
30,005,6710,6683,6716,6740,6764,6704
30,007,5657,5717,5787,5922,6043,6203
30,009,10438,10404,10480,10687,10654,10703
30,011,1150,1147,1175,1222,1223,1245
30,013,82118,81959,81655,81729,81756,81393
30,015,5902,5777,5780,5738,5759,5681
30,017,12023,12098,11844,11741,11576,11361
30,019,1798,1751,1730,1720,1706,1646
30,021,9518,9591,9279,8966,8683,8638
30,023,9125,9115,9071,9122,9159,9207
30,025,3111,3172,3097,3012,2925,2878
30,027,11336,11315,11333,11280,11088,11032
30,029,94642,95940,97901,100272,102100,103880
30,031,97629,101043,104999,108850,111878,114472
30,033,1274,1283,1295,1279,1262,1272
30,035,13711,13647,13707,13729,13797,13701
30,037,841,818,811,817,825,827
30,039,3144,3160,3276,3343,3355,3335
30,041,16500,16435,16440,16468,16351,16494
30,043,11505,11576,11774,11918,12084,12211
30,045,1985,1932,1944,1944,1950,2010
30,047,29236,29482,29722,30277,30346,30586
30,049,65764,66308,67001,67988,68775,69578
30,051,2351,2395,2413,2415,2440,2386
30,053,19208,19085,19332,19589,19862,20099
30,055,1713,1698,1729,1695,1655,1649
30,057,7832,8033,8074,8280,8586,8749
30,059,1857,1822,1851,1856,1847,1841
30,061,4196,4194,4129,4240,4314,4422
30,063,112924,114281,116587,118068,118959,120066
30,065,4647,4631,4640,4623,4623,4626
30,067,15926,16013,16138,16392,16662,16612
30,069,489,475,491,512,517,497
30,071,4174,4150,4121,4117,4047,3955
30,073,6140,6100,6024,5954,5936,5858
30,075,1777,1768,1747,1748,1729,1688
30,077,6876,6793,6837,6785,6920,6854
30,079,1125,1140,1159,1097,1056,1064
30,081,40786,41199,41975,42617,43377,44149
30,083,11555,11931,11442,11101,10955,10943
30,085,11283,11416,11223,11156,11084,11027
30,087,9327,9355,9263,9225,9047,8955
30,089,11316,11298,11472,11702,11744,11946
30,091,3661,3673,3609,3461,3379,3318
30,093,34801,34746,34768,34859,34768,34901
30,095,9230,9419,9349,9408,9496,9671
30,097,3637,3618,3610,3668,3701,3717
30,099,6035,6064,6017,6100,6121,6150
30,101,5121,5083,4962,4872,4830,4709
30,103,684,680,678,668,667,697
30,105,7636,7630,7548,7413,7409,7390
30,107,2089,2110,2123,2143,2163,2102
30,109,1084,1071,1043,1019,1029,954
30,111,155379,156658,158066,159425,160118,161349
31,000,1879955,1892059,1906483,1916998,1925512,1932571
31,001,31400,31576,31723,31837,31513,31309
31,003,6421,6416,6347,6343,6305,6317
31,005,451,451,467,456,463,468
31,007,673,715,722,732,728,757
31,009,489,476,468,479,475,455
31,011,5355,5308,5341,5317,5211,5176
31,013,11303,11327,11168,10842,10735,10786
31,015,2020,2004,1980,1956,1946,1894
31,017,2976,2985,2981,3006,2963,2966
31,019,48220,48605,49171,49400,49461,49823
31,021,6548,6540,6526,6529,6482,6494
31,023,8175,8053,7985,8028,8022,7990
31,025,25401,25419,25629,25927,26137,26186
31,027,8546,8523,8600,8523,8459,8420
31,029,3984,3966,3910,3922,3904,3901
31,031,5749,5831,5847,5818,5801,5757
31,033,10124,10150,10069,9654,9295,9011
31,035,6316,6289,6134,6190,6208,6219
31,037,10662,10713,10726,10700,10714,10677
31,039,9018,9074,8939,8940,8913,8818
31,041,10772,10831,10828,10873,10818,10796
31,043,20545,20548,20295,20075,20081,20100
31,045,9030,8974,8922,8897,8688,8557
31,047,23964,23870,23742,23640,23726,23571
31,049,1924,1908,1862,1858,1826,1816
31,051,5758,5769,5742,5744,5692,5636
31,053,36607,36566,36702,36778,36679,36444
31,055,543236,549313,555880,561099,566523,570860
31,057,1864,1771,1807,1786,1742,1686
31,059,5601,5552,5619,5559,5531,5484
31,061,3048,2976,2996,2976,2991,2945
31,063,2721,2629,2651,2623,2598,2631
31,065,4852,4828,4751,4765,4694,4690
31,067,21561,21718,21622,21644,21499,21542
31,069,1909,1917,1904,1892,1891,1822
31,071,1999,2013,1991,1985,1969,1970
31,073,2004,2025,2026,2027,1987,1978
31,075,628,648,666,651,670,631
31,077,2482,2435,2400,2362,2357,2368
31,079,61103,61135,61404,61294,61510,61454
31,081,9101,9138,9167,9193,9213,9285
31,083,3468,3440,3441,3415,3363,3372
31,085,910,916,896,895,912,911
31,087,2878,2878,2820,2804,2786,2759
31,089,10361,10266,10229,10195,10152,10084
31,091,722,714,684,666,670,668
31,093,6350,6378,6394,6391,6446,6423
31,095,7299,7224,7167,7161,7062,7020
31,097,5222,5239,5206,5170,5105,5050
31,099,6590,6560,6568,6528,6587,6607
31,101,8195,8159,8121,8097,8020,8021
31,103,795,797,790,790,794,784
31,105,3725,3715,3672,3567,3549,3597
31,107,8478,8472,8502,8447,8410,8337
31,109,302775,306293,310561,313892,316372,318403
31,111,35661,35519,35528,35299,35182,34856
31,113,767,791,797,768,751,750
31,115,596,606,616,604,620,659
31,117,510,489,503,493,494,493
31,119,35087,35001,34951,35128,35166,35059
31,121,7791,7806,7852,7877,7774,7818
31,123,4921,4928,4858,4794,4653,4624
31,125,3528,3574,3562,3558,3492,3482
31,127,7132,7007,6980,6962,6963,6943
31,129,4349,4323,4273,4269,4190,4152
31,131,15781,15844,15930,15946,15991,15993
31,133,2728,2693,2704,2624,2632,2639
31,135,2874,2933,2898,2885,2911,2884
31,137,9162,9218,9199,9052,9003,8991
31,139,7200,7188,7134,7091,7117,7136
31,141,32744,32869,32986,33226,33259,33413
31,143,5267,5169,5182,5299,5200,5154
31,145,10909,10895,10782,10765,10732,10720
31,147,8112,8026,8013,7980,7927,7854
31,149,1449,1417,1405,1419,1354,1370
31,151,14291,14193,14228,14368,14327,14194
31,153,171942,175294,178457,181468,184106,186893
31,155,20863,20953,20977,21035,21280,21562
31,157,36467,36273,36439,36175,35923,35582
31,159,17016,16998,17095,17204,17281,17318
31,161,5254,5220,5238,5281,5175,5229
31,163,3034,3036,3006,3072,3029,2984
31,165,1317,1272,1256,1194,1181,1158
31,167,6099,5946,5972,5978,5969,5932
31,169,5212,5129,5087,5035,5017,4976
31,171,700,692,719,720,711,723
31,173,6967,7077,7141,7201,7296,7234
31,175,4217,4167,4191,4214,4175,4117
31,177,19935,19925,20217,20330,20599,20683
31,179,9412,9375,9427,9260,9346,9413
31,181,3645,3594,3575,3508,3517,3465
31,183,786,779,803,814,795,780
31,185,13922,13804,13741,13764,13726,13612
32,000,2818935,2868531,2919555,2972097,3030725,3090771
32,001,23864,24006,23957,24088,24574,25048
32,003,2053929,2097832,2140240,2183273,2228970,2275884
32,005,47406,47422,47805,48014,48527,48998
32,007,52616,51756,52022,52307,52470,52880
32,009,834,847,839,858,827,870
32,011,1994,2040,1943,1959,2019,2078
32,013,17230,17033,16814,16734,16778,16884
32,015,5980,5885,5700,5584,5512,5516
32,017,5201,5135,5143,5179,5225,5179
32,019,51359,51999,52770,53945,55800,57499
32,021,4473,4423,4382,4458,4560,4516
32,023,42877,43008,43295,44046,45328,46845
32,027,6703,6620,6582,6475,6696,6628
32,029,3801,3881,4004,4001,4027,4193
32,031,436515,442617,449990,456864,464593,472381
32,033,10041,9875,9746,9628,9532,9478
32,510,54112,54152,54323,54684,55287,55894
33,000,1334257,1337480,1343694,1350395,1355064,1360783
33,001,60313,60408,60774,60907,61242,61398
33,003,47470,47442,47527,48176,48690,48745
33,005,76514,76390,76104,76062,75925,75880
33,007,32787,32351,31923,31418,31490,31421
33,009,90041,89566,90212,90176,90206,90369
33,011,407455,409229,411591,413545,414917,417738
33,013,148252,148770,149246,150054,150981,151606
33,015,301596,302975,304748,306970,308377,309647
33,017,126652,127174,128481,130034,130042,130716
33,019,43177,43175,43088,43053,43194,43263
34,000,8867277,8870312,8873584,8888147,8891730,8891258
34,001,272634,270206,267212,265446,263994,263653
34,003,923475,926481,928381,932449,932897,932256
34,005,449806,447906,447092,446229,445429,446160
34,007,508409,507760,507119,506488,506685,506503
34,009,94961,94330,93825,93283,92604,92247
34,011,155887,154580,153003,151147,150274,148995
34,013,788796,790546,793073,797222,800530,802162
34,015,290742,291022,290795,291088,291754,291842
34,017,660312,664595,668673,672858,672390,674030
34,019,125902,125569,124976,125076,125265,125201
34,021,369031,368266,367929,368489,368720,368047
34,023,824331,825471,825298,826972,825677,824394
34,025,625581,624180,623055,622122,620859,619687
34,027,494931,494370,493831,493994,493084,491577
34,029,584563,587238,591142,595564,601649,607498
34,031,504483,504556,504001,504403,503192,501838
34,033,64342,63754,63256,62944,62776,62341
34,035,329378,329682,330003,330650,330772,329998
34,037,144639,143059,142004,141267,140995,140710
34,039,548052,549954,552814,554695,556475,556664
34,041,107022,106787,106102,105761,105709,105455
35,000,2090236,2090071,2092555,2092844,2093754,2099634
35,001,676120,676440,677883,678280,677929,679425
35,003,3550,3480,3525,3557,3523,3507
35,005,65839,65856,65684,65091,64488,64586
35,006,27156,27046,27061,26921,26797,26681
35,007,12703,12434,12261,12178,12097,12068
35,009,51153,50344,50334,49889,49413,49083
35,011,1865,1877,1838,1810,1781,1741
35,013,213938,214028,214664,216218,217470,218864
35,015,56720,57756,57669,57128,57718,58394
35,017,28876,28369,28061,27671,27274,26941
35,019,4446,4355,4387,4418,4323,4278
35,021,691,717,685,681,649,636
35,023,4551,4441,4327,4303,4233,4203
35,025,70178,71480,70275,69031,69538,71123
35,027,19610,19365,19423,19502,19608,19730
35,028,17830,17848,18241,18778,19018,19383
35,029,24430,24370,24373,24154,23904,23775
35,031,72814,73485,73040,72463,71974,71478
35,033,4612,4609,4531,4530,4472,4490
35,035,65394,64838,65723,66158,66599,67572
35,037,8467,8449,8391,8291,8203,8243
35,039,39726,39358,39225,39204,38979,38883
35,041,19659,19157,19163,18889,18713,18501
35,043,137076,138586,140583,142832,145407,147045
35,045,129143,128324,128011,127039,125652,124027
35,047,28501,28223,27999,27737,27512,27337
35,049,147876,148199,148884,149687,150128,150951
35,051,11277,11252,11129,11094,10963,10886
35,053,17255,17148,16989,16825,16649,16613
35,055,32967,32806,32925,32811,32708,32752
35,057,15662,15592,15466,15510,15481,15442
35,059,4259,4174,4166,4194,4099,4043
35,061,75892,75665,75639,75970,76452,76953
36,000,19653431,19657321,19636391,19593849,19544098,19463131
36,001,307246,307521,307810,307919,306691,304752
36,003,47671,47352,47063,46669,46286,45915
36,005,1430474,1439480,1443678,1439956,1432316,1418187
36,007,197295,195981,194575,193255,192222,190737
36,009,78690,77941,77711,77199,76748,76230
36,011,78782,78323,77696,77495,77121,76450
36,013,131792,130582,129310,128424,127516,126636
36,015,87239,86771,85692,84825,84033,83404
36,017,49339,48794,48325,47842,47502,47234
